tree_name	euk_clade_rep	prok_taxa	raw_stem_length	median_euk_leaf_dist	stem_length	c-ELW
AFC39997.1	YP_874536.1	Cyanobacteriota	0.3895958949637961	1.0080228693	0.3864950953288814	1.0
AFR24247.1	EP00929P060973	Asgard	1.5779003853380715	0.31778246445	4.965347562739224	1.37e-18
AFR24247.1	EP00929P060973	Asgard	1.5161378783	0.31778246445	4.770992889503975	1.02e-15
AFR24247.1	EP00929P060973	Asgard	1.5161378783	0.31778246445	4.770992889503975	1.96e-22
AFR24247.1	EP00929P060973	Asgard	1.4508699431999998	0.31778246445	4.565607311627732	6.06e-09
AFR24247.1	EP00929P060973	Asgard	1.5161378783	0.31778246445	4.770992889503975	1.35e-16
AFR24247.1	EP00929P060973	Euryarchaeota	1.5161378783	0.31778246445	4.770992889503975	6.9e-21
AFR24247.1	EP00929P060973	Euryarchaeota	1.5161378783	0.31778246445	4.770992889503975	6.570000000000001e-21
AFR24247.1	EP00929P060973	Euryarchaeota	1.5161378783	0.31778246445	4.770992889503975	1.24e-10
AFR24247.1	EP00929P060973	Euryarchaeota	1.5779003853380715	0.31778246445	4.965347562739224	5.17e-07
AFR24247.1	EP00929P060973	Euryarchaeota	1.5161378783	0.31778246445	4.770992889503975	9.74e-20
AFR24247.1	EP00929P060973	Euryarchaeota	0.8608830527	0.31778246445	2.709032589919547	1.0
AFR24247.1	EP00929P060973	Euryarchaeota	1.5779003853380715	0.31778246445	4.965347562739224	1.29e-18
AGI04056.1	AFC39985.1	Cyanobacteriota	0.1989027124	0.2444581056	0.8136474424188616	0.503
AGI04056.1	AFC39985.1	Cyanobacteriota	0.2326969464456776	0.2444581056	0.9518888558615978	0.497
AGI04056.1	YP_004347756.1	Cyanobacteriota	0.0798394357543223	0.5395148081000001	0.1479837708912782	0.472
AGI04056.1	YP_004347756.1	Cyanobacteriota	0.0320704183	0.5395148081000001	0.0594430733290562	0.528
AGI04093.1	YP_003289174.1	Cyanobacteriota	0.1198160725631969	0.4323945703	0.2770989295264908	0.463
AGI04093.1	YP_003289174.1	Cyanobacteriota	0.1198150463	0.4323945703	0.2770965560850383	0.537
CBJ26067.1	EP00632P001981	Alphaproteobacteria	0.4176696463	1.5477015809	0.2698644567237063	0.34
CBJ26067.1	EP00632P001981	Betaproteobacteria	1.2278340725	1.5477015809	0.7933274008714297	2.09e-13
CBJ26067.1	EP00632P001981	Asgard	1.3282570904	1.5477015809	0.8582126598511377	0.108
CBJ26067.1	EP00632P001981	Cyanobacteriota	1.2951074759	1.5477015809	0.836794051180645	0.0211
CBJ26067.1	EP00632P001981	Alphaproteobacteria	1.2278340725	1.5477015809	0.7933274008714297	0.00577
CBJ26067.1	EP00632P001981	Campylobacterota	1.2951074759	1.5477015809	0.836794051180645	0.101
CBJ26067.1	EP00632P001981	Betaproteobacteria	1.2278340725	1.5477015809	0.7933274008714297	0.00612
CBJ26067.1	EP00632P001981	Actinomycetota	1.388762326	1.5477015809	0.8973062657159168	0.00511
CBJ26067.1	EP00632P001981	Alphaproteobacteria	1.2278340725	1.5477015809	0.7933274008714297	2.61e-08
CBJ26067.1	EP00632P001981	Cyanobacteriota	0.6284146939999999	1.5477015809	0.4060309182048984	0.201
CBJ26067.1	EP00632P001981	Cyanobacteriota	1.2951074759	1.5477015809	0.836794051180645	0.205
CBJ26067.1	EP00632P001981	Betaproteobacteria	1.2278340725	1.5477015809	0.7933274008714297	0.00635
CBJ26067.1	EP01059P008205	Actinomycetota	0.6858263149	0.7695669109	0.8911847757304608	0.14
CBJ26067.1	EP01059P008205	Cyanobacteriota	0.7224858839	0.7695669109	0.9388213989801883	0.229
CBJ26067.1	EP01059P008205	Alphaproteobacteria	0.5653417682	0.7695669109	0.7346232799157634	2.84e-23
CBJ26067.1	EP01059P008205	Gammaproteobacteria	0.5653417682	0.7695669109	0.7346232799157634	9.63e-27
CBJ26067.1	EP01059P008205	Actinomycetota	0.7428964137654185	0.7695669109	0.965343498067776	0.121
CBJ26067.1	EP01059P008205	Betaproteobacteria	0.5653446906	0.7695669109	0.7346270773763333	0.106
CBJ26067.1	EP01059P008205	Alphaproteobacteria	0.5653417682	0.7695669109	0.7346232799157634	5.110000000000001e-29
CBJ26067.1	EP01059P008205	Actinomycetota	0.7428964137654185	0.7695669109	0.965343498067776	0.0911
CBJ26067.1	EP01059P008205	Cyanobacteriota	0.5653446906	0.7695669109	0.7346270773763333	0.0543
CBJ26067.1	EP01059P008205	Actinomycetota	0.7224858839	0.7695669109	0.9388213989801883	0.145
CBJ26067.1	EP01059P008205	Cyanobacteriota	0.7428964137654185	0.7695669109	0.965343498067776	0.105
CBJ26067.1	EP01059P008205	Alphaproteobacteria	0.5653446906	0.7695669109	0.7346270773763333	0.00912
CBJ26202.1	EP00874P015872	Asgard	0.1662400494932371	1.1983510963	0.1387239933326017	1.0
CBJ27987.1	EP00088P031082	Alphaproteobacteria	0.1068275452733046	0.7981524088	0.1338435417790907	0.000169
CBJ27987.1	EP00088P031082	Cyanobacteriota	2.709e-06	0.7981524088	3.394088610310537e-06	0.257
CBJ27987.1	EP00088P031082	Alphaproteobacteria	2.709e-06	0.7981524088	3.394088610310537e-06	0.229
CBJ27987.1	EP00088P031082	Cyanobacteriota	0.1068275452733046	0.7981524088	0.1338435417790907	1.85e-07
CBJ27987.1	EP00088P031082	Alphaproteobacteria	2.709e-06	0.7981524088	3.394088610310537e-06	0.0969
CBJ27987.1	EP00088P031082	Alphaproteobacteria	2.709e-06	0.7981524088	3.394088610310537e-06	0.219
CBJ27987.1	EP00088P031082	Gammaproteobacteria	2.709e-06	0.7981524088	3.394088610310537e-06	0.0208
CBJ27987.1	EP00088P031082	Betaproteobacteria	0.1068275452733046	0.7981524088	0.1338435417790907	1.46e-12
CBJ27987.1	EP00088P031082	Alphaproteobacteria	0.1068275452733046	0.7981524088	0.1338435417790907	3.92e-05
CBJ27987.1	EP00088P031082	Betaproteobacteria	2.709e-06	0.7981524088	3.394088610310537e-06	0.177
CBJ27987.1	EP00522P007723	Alphaproteobacteria	0.4835224476733047	0.49144297565	0.9838831189595918	3.03e-14
CBJ27987.1	EP00522P007723	Cyanobacteriota	0.1244232525	0.49144297565	0.2531794300965099	0.155
CBJ27987.1	EP00522P007723	Alphaproteobacteria	0.2324946211999999	0.49144297565	0.4730856533100189	0.00422
CBJ27987.1	EP00522P007723	Cyanobacteriota	0.4835224476733047	0.49144297565	0.9838831189595918	4.62e-07
CBJ27987.1	EP00522P007723	Alphaproteobacteria	0.041333341	0.49144297565	0.0841060775064106	0.522
CBJ27987.1	EP00522P007723	Alphaproteobacteria	0.2324971680999999	0.49144297565	0.4730908358034641	0.19
CBJ27987.1	EP00522P007723	Gammaproteobacteria	0.1244232525	0.49144297565	0.2531794300965099	0.0174
CBJ27987.1	EP00522P007723	Betaproteobacteria	0.4835224476733047	0.49144297565	0.9838831189595918	8.38e-11
CBJ27987.1	EP00522P007723	Alphaproteobacteria	0.4835224476733047	0.49144297565	0.9838831189595918	1.4e-09
CBJ27987.1	EP00522P007723	Betaproteobacteria	0.1802477383	0.49144297565	0.3667724379651533	0.111
CBJ27987.1	EP00985P029108	Alphaproteobacteria	0.266707599	-1.0	0.266707599	1.55e-16
CBJ27987.1	EP00985P029108	Cyanobacteriota	0.3720209769266953	-1.0	0.3720209769266953	0.0843
CBJ27987.1	EP00985P029108	Alphaproteobacteria	0.3720209769266953	-1.0	0.3720209769266953	0.346
CBJ27987.1	EP00985P029108	Cyanobacteriota	0.266707599	-1.0	0.266707599	7.45e-09
CBJ27987.1	EP00985P029108	Alphaproteobacteria	0.3720209769266953	-1.0	0.3720209769266953	0.0761
CBJ27987.1	EP00985P029108	Alphaproteobacteria	0.3720209769266953	-1.0	0.3720209769266953	0.201
CBJ27987.1	EP00985P029108	Gammaproteobacteria	0.3720209769266953	-1.0	0.3720209769266953	0.201
CBJ27987.1	EP00985P029108	Betaproteobacteria	0.266707599	-1.0	0.266707599	1.98e-11
CBJ27987.1	EP00985P029108	Alphaproteobacteria	0.266707599	-1.0	0.266707599	1.91e-09
CBJ27987.1	EP00985P029108	Betaproteobacteria	0.3720209769266953	-1.0	0.3720209769266953	0.0917
CBJ28276.1	CBJ28276.1	Asgard	0.8632077394027085	0.6197734248	1.392779530166632	0.000912
CBJ28276.1	CBJ28276.1	Actinomycetota	0.625856284	0.6197734248	1.009814649929469	0.0146
CBJ28276.1	CBJ28276.1	Spirochaetota	0.6142786414	0.6197734248	0.9911342061790192	0.222
CBJ28276.1	CBJ28276.1	Bacillota	0.625856284	0.6197734248	1.009814649929469	0.168
CBJ28276.1	CBJ28276.1	Euryarchaeota	0.8632077394027085	0.6197734248	1.392779530166632	0.000209
CBJ28276.1	CBJ28276.1	Cyanobacteriota	0.625856284	0.6197734248	1.009814649929469	0.148
CBJ28276.1	CBJ28276.1	Alphaproteobacteria	0.625856284	0.6197734248	1.009814649929469	0.192
CBJ28276.1	CBJ28276.1	PVC group	0.625856284	0.6197734248	1.009814649929469	0.0528
CBJ28276.1	CBJ28276.1	Euryarchaeota	0.8632077394027085	0.6197734248	1.392779530166632	5.45e-06
CBJ28276.1	CBJ28276.1	Mycoplasmatota	0.6142786414	0.6197734248	0.9911342061790192	0.16
